id,carat,cut,color,clarity,x,y,z,depth,table,price
25416,1.3,Premium,F,VS2,7.06,7.12,4.28,60.4,59.0,9909
25417,1.03,Ideal,H,SI1,6.47,6.53,4.01,61.7,57.0,5418
25418,1.61,Premium,H,SI1,7.51,7.46,4.68,62.5,58.0,10942
25419,0.27,Ideal,E,VVS2,4.14,4.18,2.56,61.5,57.0,620
25420,1.01,Good,F,SI2,6.34,6.38,4.01,63.1,58.0,4004
25421,0.29,Very Good,F,VVS2,4.22,4.3,2.69,63.1,57.0,664
25422,1.03,Very Good,G,I1,6.41,6.45,4.01,62.4,57.0,3060
25423,1.3,Premium,F,VVS1,7.11,7.08,4.22,59.3,59.0,14068
25424,1.1,Very Good,H,SI1,6.61,6.66,4.09,61.6,56.0,4827
25425,0.31,Premium,I,SI1,4.42,4.38,2.67,60.7,58.0,593
25426,1.1,Very Good,G,VS2,6.59,6.65,4.1,61.9,57.0,6369
25427,0.73,Good,F,SI1,5.67,5.62,3.63,64.3,59.0,2435
25428,0.41,Good,E,SI2,4.68,4.75,3.01,63.8,57.0,638
25429,0.34,Ideal,E,SI1,4.51,4.55,2.75,60.7,56.0,596
25430,2.5,Premium,I,SI2,8.76,8.89,5.21,59.0,60.0,18447
25431,1.04,Premium,H,SI1,6.53,6.48,4.01,61.6,58.0,5154
25432,0.54,Ideal,I,SI2,5.26,5.31,3.22,60.9,57.0,935
25433,0.41,Ideal,G,SI1,4.8,4.84,2.95,61.2,56.0,788
25434,0.27,Ideal,E,VVS2,4.13,4.15,2.57,62.1,57.0,622
25435,0.51,Ideal,E,VS2,5.2,5.15,3.15,60.9,56.0,1781
25436,0.55,Premium,G,VS1,5.3,5.25,3.27,62.0,57.0,1881
25437,1.5,Very Good,D,VS1,7.3,7.36,4.41,60.2,59.0,15600
25438,0.32,Ideal,H,VS2,4.42,4.44,2.7,60.9,56.0,523
25439,2.0,Ideal,H,VS2,8.03,7.94,4.99,62.4,55.0,15451
25440,0.35,Premium,E,VVS1,4.48,4.44,2.81,63.0,59.0,1071
25441,0.5,Very Good,E,SI1,5.01,4.94,3.15,63.3,57.0,1374
25442,1.03,Premium,G,VS1,6.46,6.41,4.0,62.2,59.0,6749
25443,0.9,Ideal,I,VS2,6.17,6.23,3.85,62.0,53.0,4157
25444,0.37,Ideal,G,VS2,4.64,4.59,2.84,61.5,56.0,833
25445,1.23,Very Good,E,VS2,6.98,7.05,4.13,58.9,59.0,9193
25446,0.4,Ideal,E,VS2,4.73,4.72,2.97,62.9,55.0,975
25447,1.52,Premium,D,SI1,7.49,7.46,4.5,60.2,58.0,12502
25448,0.63,Premium,H,VS1,5.45,5.33,3.39,62.9,60.0,1921
25449,0.58,Ideal,D,VS1,5.41,5.34,3.3,61.4,57.0,2067
25450,0.7,Ideal,G,VS2,5.8,5.84,3.49,60.0,57.0,2633
25451,1.0,Ideal,E,SI1,6.34,6.41,3.97,62.3,55.0,5299
25452,1.22,Very Good,J,VS1,7.05,7.02,4.15,59.0,63.0,5056
25453,0.9,Good,F,VS2,6.09,6.13,3.9,63.8,55.0,4309
25454,0.72,Good,D,VS1,5.69,5.75,3.62,63.3,55.0,3570
25455,0.4,Very Good,E,SI1,4.74,4.68,2.98,63.3,56.0,882
25456,0.32,Ideal,H,VVS1,4.38,4.37,2.72,62.2,56.0,936
25457,2.15,Very Good,H,SI2,8.17,8.22,5.15,62.8,58.0,17065
25458,0.51,Very Good,E,SI1,5.1,5.07,3.23,63.5,54.0,1443
25459,0.3,Good,G,VVS2,4.23,4.28,2.69,63.2,57.0,684
25460,0.31,Very Good,F,VS1,4.37,4.38,2.66,60.9,56.0,675
25461,2.07,Fair,G,I1,7.76,7.73,5.25,67.7,56.0,6503
25462,1.22,Very Good,G,VVS2,6.97,6.99,4.14,59.3,58.0,9706
25463,1.01,Premium,F,SI2,6.48,6.44,3.94,61.0,60.0,4197
25464,1.28,Premium,G,SI2,6.94,6.89,4.33,62.6,58.0,6236
25465,0.9,Premium,D,SI2,6.16,6.12,3.87,63.0,58.0,3473
25466,0.54,Premium,E,VS2,5.38,5.32,3.15,59.0,60.0,1687
25467,1.0,Very Good,D,VS2,6.4,6.42,3.92,61.2,60.0,6937
25468,1.3,Ideal,G,VS2,7.01,7.04,4.35,61.9,55.0,9060
25469,1.03,Premium,E,VS2,6.42,6.36,4.02,62.9,61.0,6922
25470,0.73,Ideal,I,SI2,5.74,5.77,3.59,62.4,56.0,2218
25471,1.02,Good,D,SI2,6.6,6.62,3.8,57.5,62.0,3839
25472,0.27,Very Good,J,VVS2,4.16,4.2,2.54,60.8,57.0,443
25473,0.41,Ideal,J,VS1,4.73,4.79,2.99,62.8,56.0,707
25474,0.81,Ideal,I,VS2,6.02,5.99,3.71,61.8,56.0,2939
25475,1.02,Fair,H,VS2,6.32,6.24,4.06,64.6,61.0,4462
25476,0.51,Premium,G,VVS2,5.17,5.11,3.13,60.9,61.0,2035
25477,0.25,Ideal,H,VS1,4.07,4.1,2.53,61.9,54.0,426
25478,0.4,Premium,G,SI1,4.67,4.71,2.88,61.4,60.0,702
25479,2.01,Premium,I,SI1,8.26,8.22,4.85,58.9,59.0,13755
25480,0.71,Ideal,E,SI2,5.89,5.86,3.44,58.7,57.0,2340
25481,0.9,Premium,E,SI2,6.26,6.18,3.83,61.6,59.0,3856
25482,1.5,Premium,F,VS2,7.21,7.16,4.51,62.8,58.0,13680
25483,0.9,Very Good,I,SI2,6.22,6.24,3.77,60.5,56.0,3464
25484,2.31,Premium,I,SI2,8.43,8.34,5.27,62.9,58.0,17218
25485,0.55,Ideal,G,SI1,5.23,5.27,3.25,61.9,57.0,1605
25486,0.37,Premium,I,VVS1,4.66,4.62,2.86,61.6,59.0,874
25487,0.58,Premium,F,SI2,5.34,5.26,3.34,63.0,56.0,1226
25488,0.53,Good,E,SI2,5.16,5.19,3.27,63.2,54.0,1141
25489,1.17,Premium,I,SI1,6.71,6.64,4.18,62.6,58.0,4914
25490,0.4,Good,J,VS1,4.69,4.7,2.98,63.5,56.0,589
25491,0.7,Ideal,G,VVS1,5.73,5.76,3.49,60.7,57.0,3303
25492,1.7,Premium,I,VS2,7.63,7.68,4.72,61.7,59.0,11257
25493,0.41,Ideal,F,VS2,4.8,4.83,2.94,61.1,56.0,863
25494,0.44,Premium,H,VVS1,4.92,4.96,2.97,60.1,58.0,1119
25495,1.06,Ideal,G,VS2,6.53,6.49,4.08,62.7,55.0,6411
25496,2.01,Premium,H,SI1,8.16,8.08,4.98,61.3,59.0,17849
25497,0.41,Premium,G,SI1,4.88,4.83,2.87,59.1,58.0,923
25498,0.42,Very Good,D,SI1,4.77,4.81,3.02,63.0,57.0,756
25499,1.37,Premium,F,SI2,7.12,7.08,4.46,62.8,57.0,6181
25500,0.3,Ideal,E,VVS2,4.29,4.32,2.65,61.6,57.0,789
25501,0.91,Ideal,I,VVS1,6.29,6.31,3.83,60.0,57.0,4609
25502,0.7,Ideal,F,SI1,5.67,5.7,3.56,62.6,55.0,2410
25503,0.3,Premium,G,VVS1,4.26,4.3,2.64,61.7,58.0,789
25504,0.71,Premium,I,VS1,5.71,5.67,3.52,61.9,59.0,2266
25505,0.41,Ideal,G,VS1,4.82,4.79,2.92,60.8,56.0,961
25506,0.28,Very Good,E,VS2,4.11,4.15,2.6,63.0,59.0,487
25507,0.4,Ideal,G,SI1,4.71,4.69,2.93,62.6,55.0,1020
25508,0.22,Premium,D,VS2,3.91,3.88,2.31,59.3,62.0,404
25509,0.31,Very Good,I,SI1,4.33,4.37,2.64,60.7,60.0,408
25510,2.04,Ideal,J,SI1,8.11,8.17,5.02,61.7,57.0,14130
25511,0.33,Premium,E,VS2,4.43,4.48,2.7,60.6,60.0,723
25512,1.51,Premium,J,SI1,7.46,7.38,4.5,60.6,57.0,7255
25513,1.15,Premium,I,SI2,6.71,6.78,4.13,61.3,57.3,5123
25514,0.71,Very Good,H,VS1,5.63,5.67,3.6,63.7,57.0,2590
25515,0.32,Premium,I,VS1,4.4,4.38,2.75,62.6,58.0,648
25516,1.51,Good,D,SI2,7.25,7.3,4.52,62.1,60.0,9069
25517,1.57,Very Good,I,VS2,7.51,7.57,4.54,60.2,58.0,9443
25518,0.3,Premium,D,VS2,4.33,4.37,2.64,60.7,60.0,710
25519,0.9,Fair,E,SI1,6.06,6.03,3.96,65.5,59.0,3508
25520,1.49,Very Good,H,VS2,7.24,7.31,4.56,62.7,60.0,9552
25521,0.41,Very Good,F,IF,4.69,4.75,2.99,63.3,56.0,1255
25522,2.0,Good,G,SI1,7.93,7.84,5.06,64.2,59.0,17902
25523,0.56,Premium,D,SI1,5.33,5.29,3.26,61.4,58.0,1814
25524,0.53,Premium,D,SI1,5.29,5.24,3.16,60.0,58.0,1753
25525,1.21,Ideal,I,SI1,6.84,6.78,4.25,62.4,57.0,5624
25526,1.01,Premium,J,SI2,6.44,6.4,3.96,61.7,58.0,3563
25527,0.3,Ideal,E,VS1,4.26,4.28,2.65,62.1,58.0,694
25528,0.33,Very Good,G,VVS1,4.39,4.44,2.71,61.4,60.0,868
25529,0.46,Ideal,E,SI2,5.02,4.96,3.06,61.3,56.0,1116
25530,0.55,Good,F,VS2,5.42,5.46,3.16,58.2,58.0,1624
25531,0.33,Ideal,G,VVS1,4.47,4.5,2.74,61.1,56.0,838
25532,0.54,Premium,I,VS1,5.28,5.26,3.24,61.5,58.0,1389
25533,0.31,Ideal,G,VVS1,4.39,4.41,2.65,60.2,61.0,755
25534,0.31,Ideal,E,SI1,4.39,4.42,2.67,60.6,56.0,595
25535,1.51,Ideal,H,SI1,7.38,7.42,4.57,61.8,55.0,9336
25536,1.01,Good,E,SI2,6.56,6.58,3.78,57.5,63.0,4171
25537,0.75,Very Good,G,SI1,5.81,5.85,3.63,62.3,55.0,2617
25538,0.37,Premium,F,VS2,4.69,4.63,2.85,61.2,58.0,957
25539,1.21,Premium,E,SI1,6.79,6.82,4.26,62.6,58.0,7203
25540,1.01,Very Good,G,VS2,6.36,6.46,3.95,61.6,61.0,5759
25541,0.92,Good,E,SI1,6.17,6.22,3.92,63.3,57.0,3649
25542,1.24,Premium,G,VS1,6.92,6.88,4.28,62.0,59.0,7800
25543,1.6,Very Good,I,VS2,7.55,7.59,4.54,60.0,60.0,10497
25544,1.22,Premium,E,SI1,6.8,6.78,4.25,62.6,58.0,7395
25545,0.7,Very Good,H,VS1,5.68,5.72,3.55,62.3,57.0,2540
25546,0.7,Very Good,I,SI1,5.64,5.68,3.55,62.7,56.0,1918
25547,1.02,Good,E,SI2,6.36,6.32,3.98,62.8,64.0,3838
25548,0.42,Ideal,E,VS1,4.78,4.81,2.96,61.7,57.0,1014
25549,0.47,Premium,H,VS1,4.94,4.99,3.07,61.8,58.0,1143
25550,0.71,Premium,D,SI1,5.8,5.82,3.47,59.7,59.0,2913
25551,0.35,Fair,E,VVS2,4.4,4.36,2.9,66.2,61.0,738
25552,0.42,Premium,G,VS1,4.8,4.78,2.99,62.4,59.0,984
25553,0.9,Very Good,F,SI1,6.1,6.16,3.85,62.8,59.0,4099
25554,1.27,Ideal,E,SI2,7.09,7.14,4.28,60.2,57.0,6383
25555,1.0,Premium,G,VS1,6.45,6.42,3.92,60.9,60.0,6097
25556,0.57,Very Good,D,VVS1,5.39,5.44,3.27,60.4,57.0,2945
25557,0.24,Ideal,G,VS1,3.99,4.02,2.49,62.3,57.0,436
25558,0.51,Premium,E,VS1,5.14,5.13,3.2,62.3,56.0,1837
25559,1.1,Very Good,F,VVS1,6.56,6.69,4.12,62.2,59.0,10329
25560,0.41,Ideal,J,VVS1,4.79,4.73,2.95,62.0,57.0,994
25561,0.32,Premium,H,VS1,4.34,4.39,2.72,62.3,58.0,561
25562,0.52,Premium,F,SI1,5.18,5.15,3.2,62.0,59.0,1112
25563,1.0,Very Good,G,SI2,6.45,6.48,3.88,60.0,62.0,4195
25564,0.32,Very Good,H,SI2,4.35,4.42,2.71,61.8,55.0,403
25565,1.23,Premium,F,VVS2,6.9,6.8,4.22,61.6,59.0,11534
25566,0.31,Ideal,D,VS2,4.38,4.44,2.69,61.0,54.0,656
25567,0.31,Ideal,I,VS2,4.35,4.41,2.69,61.4,55.0,452
25568,0.5,Ideal,F,VVS2,5.07,5.11,3.16,62.1,58.0,1960
25569,0.7,Fair,F,I1,5.59,5.4,3.65,66.2,59.0,1087
25570,0.72,Ideal,F,VS1,5.76,5.73,3.56,62.0,56.0,2879
25571,0.72,Premium,D,SI2,5.88,5.79,3.53,60.5,58.0,2670
25572,1.54,Ideal,G,VS1,7.35,7.38,4.59,62.3,57.0,13846
25573,0.26,Premium,E,VS1,4.15,4.1,2.48,60.1,60.0,580
25574,0.52,Ideal,G,VVS2,5.16,5.21,3.15,60.8,57.0,1911
25575,1.18,Very Good,D,I1,6.73,6.88,4.19,61.5,62.0,3816
25576,0.44,Ideal,J,VS2,4.89,4.86,3.04,62.3,54.0,828
25577,0.3,Ideal,G,VVS2,4.31,4.34,2.64,61.0,57.0,665
25578,0.9,Ideal,F,I1,6.2,6.13,3.81,61.8,57.0,2634
25579,2.5,Ideal,J,SI2,8.56,8.5,5.45,63.8,53.0,15246
25580,0.53,Ideal,E,SI1,5.21,5.24,3.21,61.4,56.0,1415
25581,1.13,Ideal,H,VVS2,6.89,6.77,4.08,59.7,59.0,7108
25582,0.71,Premium,G,SI2,5.91,5.88,3.43,58.2,60.0,1902
25583,1.0,Good,I,SI1,6.32,6.28,4.02,63.8,58.0,3920
25584,1.03,Very Good,H,SI1,6.43,6.46,4.09,63.5,53.0,4573
25585,1.22,Ideal,I,SI2,6.9,6.83,4.23,61.8,57.0,4612
25586,1.5,Good,J,SI1,7.09,7.18,4.6,64.5,56.0,6523
25587,0.32,Very Good,H,VS1,4.35,4.41,2.75,62.8,55.0,561
25588,1.55,Good,H,VS2,7.42,7.47,4.54,61.0,61.0,11364
25589,1.01,Premium,F,SI2,6.5,6.47,0.0,59.2,58.0,3837
25590,0.58,Ideal,J,VS2,5.33,5.28,3.33,62.8,57.0,1196
25591,0.25,Very Good,F,IF,4.04,4.06,2.48,61.5,56.0,560
25592,0.51,Ideal,G,VS2,5.12,5.15,3.17,61.7,57.0,1438
25593,0.33,Premium,E,VVS2,4.47,4.49,2.7,60.3,58.0,868
25594,0.72,Ideal,E,SI1,5.83,5.86,3.56,60.9,57.0,2416
25595,0.31,Ideal,G,VS1,4.35,4.38,2.72,62.3,54.0,600
25596,1.05,Very Good,E,SI2,6.44,6.51,4.03,62.2,59.0,3816
25597,0.77,Ideal,I,VS1,5.86,5.9,3.61,61.4,56.0,2635
25598,0.52,Ideal,G,VVS2,5.22,5.2,3.19,61.2,55.0,1878
25599,0.31,Ideal,D,VS2,4.33,4.32,2.69,62.2,56.0,942
25600,0.4,Premium,I,VVS1,4.76,4.78,2.9,60.8,58.0,842
25601,0.41,Ideal,D,VVS1,4.8,4.78,2.98,62.2,56.0,1582
25602,1.51,Premium,F,VS2,7.41,7.33,4.45,60.4,59.0,14247
25603,0.37,Premium,F,SI2,4.7,4.6,2.8,60.2,60.0,624
25604,0.31,Ideal,I,VS2,4.38,4.42,2.71,61.6,55.0,452
25605,0.39,Ideal,E,VS2,4.75,4.77,2.88,60.5,56.0,839
25606,2.1,Premium,J,SI2,8.23,8.17,5.08,62.0,62.0,12308
25607,0.31,Very Good,G,VVS1,4.36,4.4,2.69,61.5,55.0,749
25608,0.31,Premium,F,SI2,4.36,4.34,2.74,63.0,58.0,523
25609,1.53,Premium,G,SI2,7.49,7.43,4.57,61.3,59.0,8799
25610,0.33,Ideal,E,VS1,4.42,4.45,2.73,61.5,56.2,771
25611,1.21,Premium,E,SI1,6.82,6.79,4.26,62.6,58.0,7334
25612,1.07,Ideal,H,VS1,6.59,6.63,4.03,61.0,57.0,7440
25613,1.52,Very Good,G,VS2,7.26,7.36,4.59,62.8,54.0,12359
25614,0.34,Ideal,F,IF,4.49,4.52,2.79,61.9,55.0,1276
25615,0.7,Very Good,H,SI2,5.64,5.68,3.58,63.3,56.0,1890
25616,1.02,Good,G,VS2,6.41,6.38,4.07,63.6,57.0,5922
25617,1.15,Premium,H,SI2,6.7,6.66,4.14,62.0,58.0,4830
25618,0.3,Very Good,G,VS1,4.28,4.32,2.65,61.7,57.0,620
25619,1.0,Fair,I,SI2,6.22,6.12,4.13,66.8,56.0,2743
25620,0.6,Ideal,E,SI1,5.51,5.39,3.35,61.5,56.0,1830
25621,0.35,Ideal,H,VVS1,4.55,4.58,2.78,60.9,57.0,773
25622,0.46,Fair,F,VS2,4.9,4.76,3.19,66.0,58.0,982
25623,0.74,Fair,F,VS2,5.74,5.66,3.68,64.6,55.0,2596
25624,0.38,Ideal,D,VS2,4.61,4.66,2.92,63.0,54.0,929
25625,2.01,Very Good,D,SI2,8.07,8.15,5.01,61.8,59.0,17079
25626,0.51,Ideal,D,VS1,5.09,5.12,3.18,62.3,56.0,1882
25627,0.5,Ideal,I,VS2,5.1,5.12,3.17,62.0,55.0,1110
25628,0.73,Premium,I,VS1,5.87,5.83,3.53,60.3,58.0,2393
25629,1.09,Ideal,E,VS2,6.62,6.67,4.07,61.2,56.0,7443
25630,0.72,Ideal,F,SI1,5.72,5.76,3.53,61.5,58.0,2642
25631,0.5,Fair,E,SI1,5.09,5.03,3.12,61.7,68.0,1238
25632,0.81,Premium,F,SI1,5.96,5.92,3.66,61.6,58.0,3311
25633,0.74,Very Good,H,VVS1,5.76,5.81,3.61,62.4,57.0,3061
25634,0.7,Very Good,D,VS2,5.61,5.69,3.56,63.0,56.0,2960
25635,0.71,Very Good,E,VVS2,5.64,5.69,3.59,63.4,58.0,3340
25636,0.31,Very Good,J,SI1,4.28,4.32,2.66,61.9,59.0,363
25637,0.59,Very Good,D,SI1,5.38,5.41,3.36,62.3,54.0,1816
25638,0.51,Premium,E,SI2,5.13,5.09,3.17,62.0,57.0,1205
25639,0.51,Premium,G,VS1,5.22,5.21,3.11,59.6,58.0,1833
25640,1.5,Good,F,SI2,7.27,7.34,4.56,62.4,55.0,7738
25641,1.53,Premium,E,SI2,7.63,7.55,4.47,58.9,59.0,8996
25642,0.42,Ideal,D,SI1,4.84,4.86,3.01,62.1,54.0,761
25643,1.1,Ideal,J,SI2,6.77,6.74,4.06,60.1,57.0,4624
25644,0.33,Premium,D,SI2,4.5,4.48,2.67,59.5,59.0,631
25645,1.0,Good,E,SI1,6.53,6.57,3.81,58.2,61.0,5330
25646,0.9,Premium,E,SI1,6.26,6.21,3.73,59.8,58.0,4092
25647,1.0,Very Good,D,SI2,6.38,6.35,4.03,63.3,56.0,4704
25648,0.33,Ideal,G,IF,4.45,4.47,2.75,61.7,55.0,984
25649,0.74,Ideal,D,SI1,5.84,5.88,3.62,61.8,56.0,3517
25650,1.07,Ideal,G,SI1,6.59,6.61,4.07,61.7,54.0,5532
25651,0.58,Premium,E,VS2,5.41,5.38,3.32,61.5,58.0,2535
25652,1.21,Very Good,I,SI1,6.69,6.76,4.23,62.9,55.0,5452
25653,1.09,Premium,I,VS2,6.61,6.57,4.15,63.0,56.0,4519
25654,0.7,Ideal,G,VS1,5.66,5.7,3.56,62.7,57.0,2437
25655,1.23,Ideal,G,VS2,6.83,6.88,4.28,62.4,57.0,8085
25656,0.5,Very Good,F,SI2,5.09,5.14,3.14,61.4,61.0,1068
25657,1.3,Very Good,I,VS2,6.98,7.04,4.33,61.8,56.0,7087
25658,1.06,Ideal,H,VS2,6.58,6.56,4.09,62.3,53.0,6619
25659,0.91,Good,E,VS2,6.37,6.42,3.6,56.3,64.0,4823
25660,2.77,Premium,H,I1,8.93,8.83,5.56,62.6,62.0,10424
25661,0.9,Premium,F,I1,6.18,6.16,3.82,61.9,59.0,2316
25662,1.13,Very Good,E,SI1,6.62,6.65,4.16,62.7,57.0,4922
25663,0.34,Ideal,H,VVS2,4.48,4.5,2.77,61.7,55.0,667
25664,0.77,Ideal,G,VS1,5.9,5.85,3.66,62.2,56.0,3148
25665,1.02,Premium,E,SI1,6.44,6.47,4.05,62.6,58.0,5183
25666,1.77,Premium,F,SI1,7.94,7.87,4.77,60.3,59.0,11965
25667,1.55,Ideal,H,VS1,7.37,7.43,4.59,62.0,57.0,13665
25668,1.59,Ideal,I,SI2,7.62,7.55,4.59,60.5,55.0,8975
25669,1.22,Very Good,G,VVS2,6.84,6.85,4.24,61.9,58.0,8975
25670,1.04,Ideal,H,SI2,6.49,6.54,4.02,61.7,57.0,4461
25671,1.7,Good,H,SI1,7.61,7.53,4.84,63.9,56.0,11869
25672,1.01,Good,E,SI1,6.31,6.36,4.04,63.8,60.0,4179
25673,1.0,Very Good,E,SI2,6.5,6.58,3.84,58.7,59.0,4975
25674,0.71,Very Good,H,VVS2,5.7,5.73,3.53,61.8,56.0,2960
25675,0.9,Fair,I,I1,5.96,5.88,3.98,67.2,60.0,1786
25676,1.01,Very Good,E,SI1,6.52,6.58,3.84,58.6,58.0,4766
25677,0.91,Very Good,G,SI2,6.21,6.28,3.77,60.4,61.0,3435
25678,0.35,Premium,E,VS2,4.56,4.54,2.77,60.9,59.0,984
25679,0.3,Very Good,H,VVS2,4.28,4.32,2.67,62.0,55.0,533
25680,1.02,Very Good,H,SI1,6.49,6.54,4.01,61.6,58.0,4727
25681,1.04,Ideal,D,SI1,6.55,6.51,4.03,61.7,57.0,5952
25682,1.1,Premium,G,VS2,6.73,6.68,4.04,60.3,57.0,6032
25683,0.31,Ideal,E,VS2,4.32,4.36,2.7,62.2,55.0,642
25684,2.08,Very Good,J,VS2,8.24,8.34,5.02,60.6,61.0,13732
25685,0.51,Premium,J,VS2,5.12,5.09,3.16,61.9,61.0,1080
25686,0.71,Premium,E,SI1,5.85,5.74,3.45,59.5,62.0,2629
25687,0.54,Ideal,G,SI2,5.23,5.2,3.27,62.7,56.0,1287
25688,0.7,Good,H,VS2,5.6,5.64,3.59,63.9,59.0,2330
25689,0.43,Ideal,F,SI1,4.9,4.86,3.01,61.7,54.0,1016
25690,0.86,Ideal,G,VS1,6.05,6.1,3.78,62.2,57.0,4420
25691,0.5,Ideal,G,VS1,5.11,5.15,3.18,62.0,54.0,1569
25692,1.03,Premium,F,SI2,6.45,6.38,4.0,62.4,59.0,4586
25693,0.7,Very Good,G,VS1,5.56,5.63,3.52,62.9,59.0,2212
25694,1.52,Good,H,VS2,7.32,7.33,4.64,63.3,57.0,10428
25695,0.38,Ideal,D,VVS2,4.71,4.77,2.86,60.3,57.0,992
25696,1.18,Premium,G,VVS2,6.9,6.94,4.13,59.7,58.0,9366
25697,1.14,Ideal,J,VS2,6.74,6.77,4.15,61.4,55.0,4906
25698,1.06,Very Good,H,SI2,6.46,6.52,4.06,62.6,58.0,3958
25699,1.03,Premium,E,SI2,6.49,6.45,3.99,61.7,61.0,3876
25700,0.36,Ideal,D,VS2,4.57,4.61,2.78,60.6,57.0,852
25701,0.31,Very Good,I,SI1,4.35,4.38,2.72,62.3,58.0,418
25702,2.13,Ideal,H,SI2,8.21,8.25,5.09,61.8,57.0,15288
25703,0.93,Premium,F,VS2,6.24,6.28,3.89,62.1,59.0,4961
25704,1.01,Good,H,SI1,6.28,6.34,4.0,63.4,59.0,4749
25705,0.72,Ideal,D,VS1,5.71,5.74,3.58,62.5,55.0,3629
25706,0.58,Ideal,H,VS2,5.36,5.39,3.32,61.8,55.0,1876
25707,0.35,Ideal,E,VS2,4.55,4.52,2.83,62.4,57.0,984
25708,1.11,Premium,F,VS2,6.62,6.49,4.15,63.0,56.0,6589
25709,1.02,Premium,G,VS2,6.46,6.41,4.02,62.5,58.0,6416
25710,0.73,Very Good,F,SI1,5.74,5.76,3.53,61.4,60.0,2675
25711,1.23,Premium,F,VS1,6.94,6.9,4.24,61.3,60.0,9489
25712,0.55,Premium,J,SI1,5.33,5.28,3.21,60.5,59.0,1348
25713,1.37,Ideal,G,VVS1,7.12,7.07,4.44,62.6,55.0,12455
25714,0.3,Good,H,SI1,4.27,4.29,2.7,63.1,56.0,432
25715,0.73,Ideal,F,SI1,5.88,5.86,3.5,59.6,57.0,2527
25716,0.57,Very Good,F,SI1,5.37,5.59,3.21,58.6,57.0,1364
25717,0.57,Ideal,F,VVS2,5.32,5.36,3.29,61.6,57.0,2322
25718,0.51,Ideal,E,VS2,5.13,5.17,3.19,61.9,55.0,1656
25719,0.31,Very Good,F,VS2,4.36,4.4,2.66,60.7,61.0,583
25720,0.59,Very Good,E,SI2,5.43,5.51,3.31,60.5,58.0,1325
25721,1.03,Ideal,F,VVS2,6.53,6.46,4.0,61.6,56.0,8860
25722,1.51,Premium,H,VS2,7.51,7.45,4.39,58.7,61.0,8630
25723,1.52,Premium,D,SI1,7.39,7.26,4.45,60.8,61.0,11220
25724,0.31,Premium,F,VS2,4.34,4.3,2.71,62.7,59.0,802
25725,0.5,Premium,D,SI1,5.08,5.04,3.09,61.1,59.0,1610
25726,0.32,Ideal,J,VS2,4.44,4.47,2.74,61.5,53.0,409
25727,1.69,Very Good,J,I1,7.7,7.79,4.66,60.2,61.0,5182
25728,0.31,Very Good,F,VVS1,4.39,4.43,2.62,59.4,57.0,779
25729,1.01,Good,E,SI2,6.68,6.7,3.79,56.7,61.0,4413
25730,0.5,Very Good,E,VVS2,5.07,5.11,3.1,60.9,59.0,2003
25731,0.59,Very Good,F,VS1,5.35,5.38,3.31,61.7,59.0,2034
25732,0.84,Good,F,I1,6.05,6.03,3.67,60.8,64.0,1749
25733,0.31,Ideal,D,VS2,4.38,4.35,2.65,60.7,56.0,942
25734,0.4,Ideal,H,VVS2,4.7,4.75,2.94,62.2,56.0,877
25735,1.53,Premium,H,SI1,7.34,7.31,4.57,62.4,60.0,8365
25736,0.9,Premium,F,SI1,6.19,6.16,3.78,61.2,59.0,4158
25737,0.3,Ideal,F,SI1,4.29,4.32,2.67,62.0,55.1,499
25738,0.4,Very Good,G,VVS2,4.72,4.74,2.99,63.2,55.0,868
25739,1.26,Ideal,H,VS1,7.01,6.97,4.29,61.4,56.0,7691
25740,0.42,Ideal,G,SI1,4.81,4.79,3.02,62.9,54.0,945
25741,1.18,Ideal,J,VS1,6.79,6.82,4.18,61.4,56.0,5182
25742,0.32,Ideal,F,VVS1,4.39,4.43,2.74,62.1,56.0,926
25743,1.01,Ideal,E,SI1,6.56,6.48,3.9,59.8,60.0,5751
25744,2.18,Good,H,SI1,8.24,8.17,5.23,63.8,57.0,12825
25745,0.5,Ideal,G,VS2,5.11,5.05,3.18,62.6,57.0,1424
25746,1.28,Ideal,H,I1,6.95,6.91,4.29,61.9,56.0,3355
25747,1.3,Very Good,I,SI1,6.93,6.96,4.33,62.3,58.0,6302
25748,1.27,Very Good,H,VS1,7.01,7.05,4.27,60.7,54.0,8235
25749,1.34,Premium,D,SI2,7.07,7.04,4.34,61.5,58.0,7438
25750,0.6,Premium,F,VVS2,5.45,5.41,3.33,61.3,59.0,2350
25751,0.55,Ideal,E,VS1,5.27,5.24,3.26,62.0,56.0,2107
25752,0.56,Ideal,H,VVS1,5.37,5.4,3.23,60.0,56.0,1929
25753,1.11,Ideal,F,VS2,6.69,6.75,4.09,60.9,57.0,8233
25754,0.71,Very Good,F,VS1,5.66,5.7,3.51,61.8,60.0,3017
25755,0.63,Very Good,G,SI2,5.51,5.31,3.45,63.3,59.0,1105
25756,0.9,Good,E,SI1,6.3,6.34,3.66,57.9,60.0,4190
25757,0.3,Premium,E,VS2,4.34,4.3,2.61,60.4,58.0,844
25758,2.11,Premium,G,SI2,8.19,8.15,5.08,62.2,60.0,16336
25759,2.28,Ideal,J,VS2,8.43,8.36,5.26,62.7,57.0,16450
25760,0.71,Ideal,H,VVS1,5.75,5.83,3.52,60.8,56.0,2741
25761,0.43,Ideal,H,VVS1,4.86,4.89,3.0,61.5,56.0,1298
